EVALUASI SISTEM PEMANTAUAN BANJIR BENDUNGAN CIAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pemantauan Per Jam (Maret 2023 – Juli 2026) & Analisis Outflow 100% Konduit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Pemutakhiran,,,,,,Metode UPB,,,,,,Pedoman OP & RTD Bendungan,,,,,,
5708,9/12/2025,9:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5709,9/12/2025,10:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5710,9/12/2025,11:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5711,9/13/2025,12:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5712,9/13/2025,1:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5713,9/13/2025,2:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5714,9/13/2025,3:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5715,9/13/2025,4:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5716,9/13/2025,5:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5717,9/13/2025,6:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5718,9/13/2025,7:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5719,9/13/2025,8:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5720,9/13/2025,9:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5721,9/13/2025,10:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5722,9/13/2025,11:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5723,9/13/2025,12:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5724,9/13/2025,1:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5725,9/13/2025,2:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5726,9/13/2025,3:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5727,9/13/2025,4:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5728,9/13/2025,5:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5729,9/13/2025,6:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5730,9/13/2025,7:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5731,9/13/2025,8:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5732,9/13/2025,9:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5733,9/13/2025,10:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5734,9/13/2025,11:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5735,9/14/2025,12:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5736,9/14/2025,1:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5737,9/14/2025,2:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5738,9/14/2025,3:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5739,9/14/2025,4:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5740,9/14/2025,5:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5741,9/14/2025,6:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5742,9/14/2025,7:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5743,9/14/2025,8:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5744,9/14/2025,9:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5745,9/14/2025,10:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5746,9/14/2025,11:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5747,9/14/2025,12:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5748,9/14/2025,1:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5749,9/14/2025,2:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5750,9/14/2025,3:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5751,9/14/2025,4:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5752,9/14/2025,5:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5753,9/14/2025,6:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5754,9/14/2025,7:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5755,9/14/2025,8:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5756,9/14/2025,9:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5757,9/14/2025,10:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5758,9/14/2025,11:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5759,9/15/2025,12:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5760,9/15/2025,1:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5761,9/15/2025,2:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5762,9/15/2025,3:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5763,9/15/2025,4:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5764,9/15/2025,5:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5765,9/15/2025,6:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5766,9/15/2025,7:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5767,9/15/2025,8:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5768,9/15/2025,9:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5769,9/15/2025,10:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5770,9/15/2025,11:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5771,9/15/2025,12:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5772,9/15/2025,1:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5773,9/15/2025,2:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5774,9/15/2025,3:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5775,9/15/2025,4:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5776,9/15/2025,5:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5777,9/15/2025,6:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5778,9/15/2025,7:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5779,9/15/2025,8:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5780,9/15/2025,9:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5781,9/15/2025,10:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5782,9/15/2025,11:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5783,9/16/2025,12:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5784,9/16/2025,1:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5785,9/16/2025,2:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5786,9/16/2025,3:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5787,9/16/2025,4:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5788,9/16/2025,5:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5789,9/16/2025,6:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5790,9/16/2025,7:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5791,9/16/2025,8:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5792,9/16/2025,9:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5793,9/16/2025,10:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5794,9/16/2025,11:00:00 AM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5795,9/16/2025,12:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5796,9/16/2025,1:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5797,9/16/2025,2:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5798,9/16/2025,3:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5799,9/16/2025,4:00:00 PM,509.69,3.90,,"3,405.16",,,,,,,16.24,0.00,16.24,16.24,0.00,Normal,70.59,0.00,70.59,Siaga Banjir IV,54.35,-0.77,,,
5800,9/16/2025,5:00:00 PM,512.18,3.90,,"16,411.41",,,,,,,55.42,0.00,55.42,59.03,3.61,Siaga Banjir IV,102.88,0.00,102.88,Siaga Banjir III,47.47,-0.46,,,
5801,9/16/2025,6:00:00 PM,512.18,3.90,,"16,411.41",,,,,,,55.42,0.00,55.42,55.42,0.00,Siaga Banjir IV,102.88,0.00,102.88,Siaga Banjir III,47.47,-0.46,,,
5802,9/16/2025,7:00:00 PM,513.75,3.90,,"30,639.08",,,,,,,73.06,0.00,73.06,77.02,3.95,Siaga Banjir IV,118.06,0.00,118.06,Siaga Banjir III,45.00,-0.38,,,
5803,9/16/2025,8:00:00 PM,511.97,3.90,,"14,748.95",,,,,,,54.10,0.00,54.10,49.69,0.00,Siaga Banjir IV,100.50,0.00,100.50,Siaga Banjir IV,46.40,-0.46,,,
5804,9/16/2025,9:00:00 PM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,5.70,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5805,9/16/2025,10:00:00 PM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5806,9/16/2025,11:00:00 PM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5807,9/17/2025,12:00:00 AM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5808,9/17/2025,1:00:00 AM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5809,9/17/2025,2:00:00 AM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5810,9/17/2025,3:00:00 AM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5811,9/17/2025,4:00:00 AM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5812,9/17/2025,5:00:00 AM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5813,9/17/2025,6:00:00 AM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5814,9/17/2025,7:00:00 AM,509.05,3.90,,"1,779.75",,,,,,,9.30,0.00,9.30,9.30,0.00,Normal,60.70,0.00,60.70,Siaga Banjir IV,51.40,-0.85,,,
5815,9/17/2025,8:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,2.73,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5816,9/17/2025,9:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5817,9/17/2025,10:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5818,9/17/2025,11:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5819,9/17/2025,12:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5820,9/17/2025,1:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5821,9/17/2025,2:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5822,9/17/2025,3:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5823,9/17/2025,4:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5824,9/17/2025,5:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5825,9/17/2025,6:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5826,9/17/2025,7:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5827,9/17/2025,8:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5828,9/17/2025,9:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5829,9/17/2025,10:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5830,9/17/2025,11:00:00 PM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5831,9/18/2025,12:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5832,9/18/2025,1:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5833,9/18/2025,2:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5834,9/18/2025,3:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5835,9/18/2025,4:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5836,9/18/2025,5:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5837,9/18/2025,6:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5838,9/18/2025,7:00:00 AM,508.20,3.70,,682.57,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,54.91,0.00,54.91,Siaga Banjir IV,51.88,-0.94,,,
5839,9/18/2025,8:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,2.93,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5840,9/18/2025,9:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5841,9/18/2025,10:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5842,9/18/2025,11:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5843,9/18/2025,12:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5844,9/18/2025,1:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5845,9/18/2025,2:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
